path	sentence	set
common_voice_en_37900401.mp3	Examples include batteries, food, gasoline, and more.	train
common_voice_en_37881596.mp3	Heavy rains began to fall on Friday near the Nile River.	train
common_voice_en_37622604.mp3	"Their folk definitions are, respectively, ""where the sun rises"" and ""where it sets""."	train
common_voice_en_37646955.mp3	It was dedicated to Pascale Ogier and Enzo Ungari.	train
common_voice_en_37987945.mp3	There are two levels of problems presented, Junior and Senior.	train
common_voice_en_37833212.mp3	Several government-owned groups do help the station when it benefits both.	train
common_voice_en_37359166.mp3	She also made a portrait painting of MacMonnies.	train
common_voice_en_37425413.mp3	He had been found and returned home safely.	train
common_voice_en_37895797.mp3	He continued to serve as an instructor pilot.	train
common_voice_en_37570359.mp3	"She was also the only woman to direct a ""Twilight Zone"" episode."	train
common_voice_en_37886164.mp3	These were inexpensive and lower grades of cloth.	train
common_voice_en_37829550.mp3	It is named for Newton Edmunds, second Governor of Dakota Territory.	train
common_voice_en_37345791.mp3	A list of bouncer software.	train
common_voice_en_37892776.mp3	The entire project is privately financed.	train
common_voice_en_37870440.mp3	This is a relatively low-stress area that requires less bracing to support the hole.	train
common_voice_en_37882757.mp3	The ladies' team has since pulled away from the men's side of the club.	train
common_voice_en_37643201.mp3	Lewis Lunsford baptised Carter in Totuskey Creek.	train
common_voice_en_37306246.mp3	The proceeds of the auction went to a foundation to fund innovations in motorsports.	train
common_voice_en_37598209.mp3	Shops and offices could only use electricity in the morning or afternoon.	train
common_voice_en_37870623.mp3	Most unlimited sections of the autobahn are located outside densely populated areas.	train
common_voice_en_37359198.mp3	There are two categories of fonctionnaires Assistants and Administrators.	train
common_voice_en_37306205.mp3	Since this date elements of the regiment have made a number of operational deployments.	train
common_voice_en_37853936.mp3	A semicircular conch rests upon simply profiled imposts.	train
common_voice_en_37569909.mp3	There is no service on this route on Sundays.	train
common_voice_en_37622608.mp3	The village is just to the south of Buntingford.	train
common_voice_en_37971779.mp3	Hillard devoted a large portion of his time to literature.	train
common_voice_en_37981303.mp3	It is operated by New York City Department of Parks and Recreation.	train
common_voice_en_37928165.mp3	The band never enjoyed much commercial success, except in Germany.	train
common_voice_en_37576420.mp3	Many awards are given during the course of the festival.	train
common_voice_en_37829613.mp3	In this position his Ministries were Justice, Economic Affairs and Sports.	train
common_voice_en_37965943.mp3	All the leaves have prominent veins.	train
common_voice_en_37306007.mp3	The crossing is only for vehicular traffic.	train
common_voice_en_37881545.mp3	He is considered the greatest middle-distance runner of all time.	train
common_voice_en_37648046.mp3	In the second round he opened well.	train
common_voice_en_37908269.mp3	He had gone to make certain necessary arrangements.	train
common_voice_en_37372118.mp3	When he disappeared, in violation of his probation, a bench warrant was issued.	train
common_voice_en_37901750.mp3	He tells her that she cannot be allowed that much power.	train
common_voice_en_37306009.mp3	"Ermita is also not far from trolleybus Line ""E""."	train
common_voice_en_37503727.mp3	Gaudin managed to hold on and finish in second place ahead of the peloton.	train
common_voice_en_37499043.mp3	He not only studied botany but also zoology.	train
common_voice_en_37527208.mp3	It was bought by David Collischon.	train
common_voice_en_37887036.mp3	Ash later announced he would not go.	train
common_voice_en_37642626.mp3	Adorf is located in the Elstergebirge, a low mountain range, part of the Erzgebirge.	train
common_voice_en_37598025.mp3	It lacks visitor facilities with the exception of the Bicentennial National Trail.	train
common_voice_en_37359116.mp3	Terry McMillan also performs boot stomping on Whose Bed Have Your Boots Been Under?	train
common_voice_en_37289615.mp3	Alongside Slough Town, Yate were the lowest ranked team in the competition.	train
common_voice_en_37804240.mp3	It is also found in northern regions and mountainous regions in the United States.	train
common_voice_en_37395368.mp3	"These antiscia are also known as the ""solstice points""."	train
common_voice_en_37932611.mp3	Two interior designs were available.	train
common_voice_en_37343524.mp3	Couzin Ed has been successfully syndicated in numerous markets.	train
common_voice_en_37289434.mp3	The region contains some fifty tumuli.	train
common_voice_en_37474438.mp3	It is now administered by Teignbridge District Council.	train
common_voice_en_37489032.mp3	Department launched various initiatives to popularize Marathi language outside India.	train
common_voice_en_37892841.mp3	Together they had three children: a daughter and two sons.	train
common_voice_en_37306159.mp3	Misconduct can be considered an unacceptable or improper behavior, especially or professional person.	train
common_voice_en_37396543.mp3	This is also sometimes referred to as vanity hunting.	train
common_voice_en_37881973.mp3	He regained his mobility at age twelve.	train
common_voice_en_37912659.mp3	It hunts with good speed, within reach of the gun.	train
common_voice_en_37929747.mp3	Her parents divorced when she was only one year old.	train
common_voice_en_37363980.mp3	The couple traveled to Venice and Rome and settled in Paris.	train
common_voice_en_37914859.mp3	Division and third in the League overall.	train
common_voice_en_37887017.mp3	It then escaped, and was later recaptured by police.	train
common_voice_en_37908060.mp3	Lake Thirteen and the village of Farwell are located in the township.	train
common_voice_en_37942218.mp3	With the blood vessels come nerve fibers.	train
common_voice_en_37774854.mp3	"Parallels have also been drawn to the account of Attila's burial in Jordanes' ""Getica""."	train
common_voice_en_37306124.mp3	In-situ methods seek to treat the contamination without removing the soils or groundwater.	train
common_voice_en_37306439.mp3	Ormonde fell into defensive formation.	train
common_voice_en_37289068.mp3	After this development, they went their separate ways.	train
common_voice_en_37306502.mp3	During the Vietnam War, Deep Throat worked for the Central Intelligence Agency.	train
common_voice_en_38000921.mp3	Sometimes a priest could die from starvation or by lack of oxygen.	train
common_voice_en_37379018.mp3	Her interests are gourmet cooking, flower arranging, reading, and writing.	train
common_voice_en_37570050.mp3	"Quintillian then mentioned them in ""Institutio Oratoria""."	train
common_voice_en_37505932.mp3	In more recent years, the orchestra has recorded for the Glossa label.	train
common_voice_en_37912655.mp3	Terry went on to win the general election easily.	train
common_voice_en_37528308.mp3	A small amount of affordable housing will be built.	train
common_voice_en_37678045.mp3	The twelfth repeat is instrumental.	train
common_voice_en_37306433.mp3	For the first time in centuries the cardinals alone would make the choice.	train
common_voice_en_37388605.mp3	He met Swiss painter Angelica Kauffman, from whom he seems to have received influences.	train
common_voice_en_37770717.mp3	His was survived by his wife.	train
common_voice_en_37465163.mp3	According to Geoffrey, Cambria, the classical name for Wales, was named for him.	train
common_voice_en_37986898.mp3	Two caves may also be found within the surrounding cliffs.	train
common_voice_en_37945616.mp3	After graduating, Stewart joined the Foreign Office.	train
common_voice_en_37934772.mp3	An inscription to his memory is still extant in the church.	train
common_voice_en_37343500.mp3	"The two met during the filming of ""I'll Do Anything""."	train
common_voice_en_37465159.mp3	It is not an education provider.	train
common_voice_en_37289857.mp3	Council members are elected at-large.	train
common_voice_en_37539261.mp3	Replacement fluid is added and the blood is returned to the patient.	train
common_voice_en_37306473.mp3	We have given our message, our message!	train
common_voice_en_37285776.mp3	It features office and other mixed-use buildings designed by separate architects.	train
common_voice_en_37957471.mp3	There were strict constraints on an officer's private life too.	train
common_voice_en_37891160.mp3	He also pushed for public education in the sciences.	train
common_voice_en_37846701.mp3	Massoud has stated his desire to negotiate with the Taliban.	train
common_voice_en_37465540.mp3	This was their last album to feature Bob Weston.	train
common_voice_en_37895687.mp3	"There are also what are referred to as ""adventure showers""."	train
common_voice_en_37811343.mp3	In retirement, he served as an officer of several transportation companies.	train
common_voice_en_37654281.mp3	He considers it a time of reflection for the young man.	train
common_voice_en_37564483.mp3	We can hardly doubt that the period was determined by astronomical considerations.	train
common_voice_en_37539636.mp3	He was born in Nottingham, and died in Winchester.	train
common_voice_en_37306542.mp3	She later got married and resided in Las Vegas.	train
common_voice_en_37477214.mp3	Moro was Admiral of the Venetian fleet.	train
common_voice_en_37881214.mp3	We became, from an image point of view, soul jazz artists.	train
common_voice_en_37946922.mp3	"Out of that we created ""Girls Will Be Girls""."	train
common_voice_en_37942304.mp3	Lauder was a frequent visitor and client.	train
common_voice_en_37483335.mp3	Popovici Street.	train
common_voice_en_37950141.mp3	Shoeburyness is arranged in a through-station layout despite being a terminus.	train
common_voice_en_37570269.mp3	It has been a medium for carving for thousands of years.	train
common_voice_en_37505950.mp3	He loves performing shows and is often helpful.	train
common_voice_en_37506045.mp3	General Corderman is a member of the Military Intelligence Hall of Fame.	train
common_voice_en_37289477.mp3	For this important service he was paid thirty pounds.	train
common_voice_en_37306008.mp3	He has the power to take one's soul without permission.	train
common_voice_en_37856769.mp3	It also offered relationship, health and travel advice.	train
common_voice_en_37367161.mp3	Star Swamp represents one-third of the suburb's area.	train
common_voice_en_37499009.mp3	Fertilization occurs externally.	train
common_voice_en_37558663.mp3	The main source of production is agricultural, spring water bottling and mining.	train
common_voice_en_37570365.mp3	Heavy is the sacrifice which superstition demands of its votaries.	train
common_voice_en_37793802.mp3	It has traditionally been used for growth of human lymphocytes.	train
common_voice_en_37654277.mp3	The brand has received negative reviews from fashion critics.	train
common_voice_en_37646930.mp3	Kroll would surprise his victims and strangle them quickly.	train
common_voice_en_37883236.mp3	Lectures were given and scientific literature published.	train
common_voice_en_37306391.mp3	The device ceases to function after twenty-four hours.	train
common_voice_en_37290134.mp3	This did not diminish the importance of the union between the two cities.	train
common_voice_en_37376281.mp3	This rapid rebuilding was expensive, indicating that Elburg was reasonably affluent in medieval times.	train
common_voice_en_37289063.mp3	Many teams also attend separate tumbling sessions outside of practice.	train
common_voice_en_38013682.mp3	I was wandering, mad with rage, naked, impotent.	train
common_voice_en_37599255.mp3	He was a canon and cellerer in Carlisle Cathedral.	train
common_voice_en_37894053.mp3	All lyrics by Sammet.	train
common_voice_en_37524085.mp3	Tied matches are broken by sudden death through extra holes.	train
common_voice_en_37980470.mp3	Williams is later cut from the team.	train
common_voice_en_37846506.mp3	It has a single underground island platform.	train
common_voice_en_37425473.mp3	"The crest on the front of the jersey was a stylized red ""D""."	train
common_voice_en_37970732.mp3	He declined to run for a third term.	train
common_voice_en_37935443.mp3	Evans is openly lesbian.	train
common_voice_en_37299637.mp3	"Reviews of ""Godzilla Against Mechagodzilla"" have been positive."	train
common_voice_en_37569923.mp3	Special regard is paid to trees that grow near the graves of the kings.	train
common_voice_en_37940758.mp3	He currently resides in Gweedore, County Donegal.	train
common_voice_en_37622591.mp3	Westgate Water Tower was constructed to provide new water supplies to the city.	train
common_voice_en_37457216.mp3	Inzamam publicly denied accusations of forcing Islam on other players.	train
common_voice_en_37643249.mp3	"A print of ""High Pockets"" survives at the Museum of Modern Art."	train
common_voice_en_37829778.mp3	"Another form of property distribution at divorce is called ""community property distribution""."	train
common_voice_en_37570315.mp3	These spirits were those of their ancestors and their deceased chiefs.	train
common_voice_en_37599265.mp3	She had two killed and eight wounded.	train
common_voice_en_37506007.mp3	He lives in Camden, Maine.	train
common_voice_en_37908038.mp3	It might, of course, have been changed before that time.	train
common_voice_en_37387415.mp3	"The full text of her speech was published in the British newspaper ""The Guardian""."	train
common_voice_en_37376109.mp3	Access to the Project Shoal Area is unrestricted.	train
common_voice_en_37528216.mp3	The Garner Stave Company sold miscellaneous items, such as farming and manufacturing goods.	train
common_voice_en_37811321.mp3	Gordon later died of the infection caused by the wound.	train
common_voice_en_37895709.mp3	Unicode provides the symbol.	train
common_voice_en_37367115.mp3	However, he sang softly, for fear of Clara.	train
common_voice_en_37565635.mp3	Self-Management technologies are expected to pervade the next generation of network management systems.	train
common_voice_en_37912172.mp3	De Sitter was also famous for his research on the planet Jupiter.	train
common_voice_en_37425425.mp3	"He completed his last novel, ""The Inheritance"", shortly before his death."	train
common_voice_en_37927641.mp3	They were completely at ease with him.	train
common_voice_en_37882856.mp3	A prisoner of war camp was also constructed on the site.	train
common_voice_en_37438866.mp3	The conversions were completed at Fairchild-Hiller's facility in Saint Augustine, Florida.	train
common_voice_en_37306501.mp3	Artists on the label included the Dubliners and Johnny Nash.	train
common_voice_en_37963776.mp3	"The ""Miller County Liberal"" continues to be published by descendants of Toole."	train
common_voice_en_37919691.mp3	For this reason, collectors were desperately looking for him.	train
common_voice_en_37864316.mp3	He writes both fiction and non-fiction.	train
common_voice_en_38016052.mp3	The statues also saw the introduction of school fees.	train
common_voice_en_37531298.mp3	This demonstration was also held without police permission.	train
common_voice_en_37570367.mp3	Her findings may benefit breast cancer patients both in Australia and around the world.	train
common_voice_en_37556505.mp3	Its plan can still be traced in the sands of the desert.	train
common_voice_en_37439637.mp3	The Court has a Chief Justice and eight associate justices.	train
common_voice_en_37888698.mp3	The zinc hydroxide upon heating decomposes to zinc oxide.	train
common_voice_en_37599336.mp3	They were the first team to appear in a fourth Super Bowl.	train
common_voice_en_37306129.mp3	When writing, his gaunt form looked ridiculous enough.	train
common_voice_en_37565708.mp3	Her husband played wheelchair basketball.	train
common_voice_en_37887106.mp3	Purble Shop is a code-breaker game.	train
common_voice_en_37497972.mp3	When a skeptical Red asks, A banjo, Bob?	train
common_voice_en_37386459.mp3	A Trustee Board provides strategic direction and vision for the organisation.	train
common_voice_en_37913345.mp3	it shows a step-by-step derivation	train
common_voice_en_37539144.mp3	Soyer was referred to as an American scene painter.	train
common_voice_en_37570003.mp3	The River Nene runs past the village in a series of locks.	train
common_voice_en_37506028.mp3	While at Yale she wrote her first two books.	train
common_voice_en_37893994.mp3	The size and weight of the coin remained exactly the same.	train
common_voice_en_37893919.mp3	This name she used ever afterwards.	train
common_voice_en_37289451.mp3	Among the teams Team Israel defeated was Team Germany.	train
common_voice_en_37846740.mp3	The Guardians set up a lab to test their power suits on Earth.	train
common_voice_en_37372328.mp3	We always have a good time together and this was no exception, commented Williams.	train
common_voice_en_37599337.mp3	The number of moves made is tracked as the score.	train
common_voice_en_37476896.mp3	He must agree to deliver large tributes of sago and other items.	train
common_voice_en_37950321.mp3	He is credited with the discovery of the Capel River.	train
common_voice_en_37532923.mp3	Gibbs said the allegation was completely untrue.	train
common_voice_en_37306285.mp3	Roman emperors Trajan, Hadrian, and Theodosius the First were all born in Hispania.	train
common_voice_en_37934633.mp3	Later, he was to describe this as tragic as the loss of a mother.	train
common_voice_en_37598109.mp3	Most of the key material is used to construct the cipher's S-boxes.	train
common_voice_en_37870562.mp3	In spite of some problems with production, the film is finished.	train
common_voice_en_37829499.mp3	He is buried in the Protestant Cemetery in Rome.	train
common_voice_en_37856807.mp3	Certain recorded variations on the song have become notable.	train
common_voice_en_37912764.mp3	"This, he says, was what made it ""click"" for him."	train
common_voice_en_37888136.mp3	Oh, you don't?	train
common_voice_en_37289488.mp3	The adult male and female move near the surface for sex.	train
common_voice_en_37861757.mp3	Overall writing and execution of the series failed to capitalize the strength.	train
common_voice_en_37793718.mp3	"Wongan is derived from the Indigenous Australian name ""wangan-katta"", ""wanka"" and ""woongan""."	train
common_voice_en_37654292.mp3	She is evidently very lonely, having befriended an indigenous Sand Beast for company.	train
common_voice_en_37503198.mp3	Well, next morning, the husband was missing.	train
common_voice_en_37770753.mp3	The book is concerned with how one seemingly inconsequential moment can alter lives forever.	train
common_voice_en_37477157.mp3	Lake Rasoabe and Ranomainty were located in the province.	train
common_voice_en_37809740.mp3	Accounts say that he remained sharp in mind.	train
common_voice_en_37660385.mp3	That was your fault about Grayson Noble, said Gloria coolly.	train
common_voice_en_37388927.mp3	Rorvik was born in Circle, Montana.	train
common_voice_en_37935663.mp3	Only a few hundred were ever made.	train
common_voice_en_37387569.mp3	Wrongfully Accused received generally negative reviews.	train
common_voice_en_37935528.mp3	"White did not consider himself as a ""career politician""."	train
common_voice_en_37927708.mp3	Later models introduced several additional operating modes.	train
common_voice_en_37539827.mp3	While a charged particle is in an electric field force acts upon it.	train
common_voice_en_37907580.mp3	Its county seat is New Rockford.	train
common_voice_en_37297807.mp3	The main members are Atsuko and Katsu.	train
common_voice_en_37953761.mp3	There are no incorporated villages in the county.	train
common_voice_en_37489798.mp3	He discovered the underground lake of Marble Arch in Northern Ireland.	train
common_voice_en_37861739.mp3	Tooher took exception to the remarks and retired, but later accepted an apology.	train
common_voice_en_37646933.mp3	The album was a success, being well received by critics.	train
common_voice_en_37640631.mp3	From Paisley, the line heads to Port Glasgow station, after which it branches.	train
common_voice_en_37643098.mp3	The station is open to visitors during the summer months.	train
common_voice_en_37306514.mp3	There were problems with ammunition development as well.	train
common_voice_en_37811324.mp3	It is the site of an annual whitewater boating event, the Avon Descent.	train
common_voice_en_37994246.mp3	Additional awards from the Navy are denoted by gold and silver stars.	train
common_voice_en_37963966.mp3	Eventually Munro's successor, William Shiels, agreed to recall him from London.	train
common_voice_en_37305989.mp3	He also made back-to-back final table appearances in the first two Poker Million events.	train
common_voice_en_37289343.mp3	Immense confusion, and loud cries of “Chair,” and “Order.”	train
common_voice_en_37643165.mp3	Dictaphone bought Dual Display Word Processor, a competitor to Wang Laboratories, the industry leader.	train
common_voice_en_37888666.mp3	His primary residence is in the National Capital Region.	train
common_voice_en_37285785.mp3	Prema Powerteam signed Vesti to compete in the inaugural Formula Regional European Championship.	train
common_voice_en_37770634.mp3	Many victims could not be properly identified due to the extent of the burns.	train
common_voice_en_37640565.mp3	"Some players continue to play ""Angband"" for several years."	train
common_voice_en_38020973.mp3	"The leading single from that album, ""Oblivion"", was also a chart success."	train
common_voice_en_37476988.mp3	The stated position of the editorial page is independent liberal-conservative.	train
common_voice_en_37387424.mp3	Performing a cold water extraction is legal.	train
common_voice_en_37551436.mp3	A whole people is breaking with the past from sheer ignorance.	train
common_voice_en_37346448.mp3	It is situated in the northwestern part of the island.	train
common_voice_en_37963009.mp3	The area is vulnerable to scrub fires.	train
common_voice_en_37646937.mp3	A bishop's may have green and gold cords with violet lining.	train
common_voice_en_37901784.mp3	The hairs impart a dusty gray color to the plant.	train
common_voice_en_37643077.mp3	It's just that they should be so much better.	train
common_voice_en_37732469.mp3	A few days later, Albion appointed a new manager, Ron Atkinson.	train
common_voice_en_37732560.mp3	Master Sergeant Keith G. Martinez is the current Assistant Drum Major.	train
common_voice_en_37732934.mp3	It is the last song ever recorded by Cadet.	train
common_voice_en_37285727.mp3	A review of the fashion show he did a couple of weeks ago.	train
common_voice_en_37396068.mp3	As a solution to the last-mile problem, satellite systems have application and sharing limitations.	train
common_voice_en_37305967.mp3	Some of my readers perhaps doubt whether this really made the men bombproof.	train
common_voice_en_37343585.mp3	"Some phrases, like ""in general"", appear below in more than one section."	train
common_voice_en_37863114.mp3	Birchwood is served by three primary schools, one per area, Birchwood Community High School.	train
common_voice_en_37895658.mp3	The fourth unit was the one that kept changing hands.	train
common_voice_en_37570152.mp3	He assumed the posture characteristic of an embryo in its mother's womb.	train
common_voice_en_37870464.mp3	The Gauley River National Recreation Area is downstream of the dam.	train
common_voice_en_37887011.mp3	The infinitive per se does not exist in Modern Greek.	train
common_voice_en_37952577.mp3	That marriage gave him a stepson, Shane.	train
common_voice_en_37482660.mp3	This allowed for what today is known as multimedia experiences.	train
common_voice_en_37533592.mp3	The Azalia post office is one of very few located within a business.	train
common_voice_en_37856693.mp3	Adherence to Ibadism accounts in part for Oman's historical isolation.	train
common_voice_en_37306274.mp3	Preferably the socks are unseen when worn with mules or slingback shoes.	train
common_voice_en_37863132.mp3	The small hamlet of Birley Edge includes several listed buildings including Birley Old Hall.	train
common_voice_en_37306157.mp3	In the middle of the square lies the Gheorghe Doja Park.	train
common_voice_en_37883364.mp3	The inputs and outputs just don't add up.	train
common_voice_en_37732926.mp3	Material in the jets streams into space at a few kilometers per second.	train
common_voice_en_37461089.mp3	"Like its predecessor ""The Marble Index"", it is an avant-garde album with neoclassical elements."	train
common_voice_en_37599263.mp3	The combativity award was given to Roger Pingeon.	train
common_voice_en_37306544.mp3	The Grahams were strict Presbyterians.	train
common_voice_en_37846517.mp3	It also serves since then as the hospital of Central.	train
common_voice_en_37570242.mp3	It was a commercial failure, with mixed critical review.	train
common_voice_en_37881612.mp3	Most people use the continental grip.	train
common_voice_en_37930745.mp3	The landing two days later went almost according to plan.	train
common_voice_en_37992794.mp3	As well as being toxic they are also antibiotic and antimicrobial.	train
common_voice_en_37908222.mp3	They spent their lives together in London.	train
common_voice_en_38010066.mp3	In this same period he wrote a large number of dramatic pieces.	train
common_voice_en_37599788.mp3	"In practice, most ""frazioni"" are small villages or hamlets, occasionally a clump of houses."	train
common_voice_en_37598163.mp3	Cedar Creek and Belle Grove National Historical Park is located in and around Strasburg.	train
common_voice_en_37345861.mp3	More captive manatees are at the National Park.	train
common_voice_en_37420393.mp3	Elephant Trunk Hill is the symbol of the city of Guilin.	train
common_voice_en_37959898.mp3	It grows on sands and silty flats.	train
common_voice_en_37942272.mp3	There was signs of torture.	train
common_voice_en_37810409.mp3	A large balcony in the Palace surveys the entire length of the boulevard.	train
common_voice_en_37289686.mp3	She was also president of Iran's National Elites Foundation.	train
common_voice_en_37503204.mp3	"Some credit ""earlier notions of political and juridical authority"" in Iran's Safavid period."	train
common_voice_en_37465546.mp3	He is a two-time world champion and an Olympic medalist.	train
common_voice_en_37861749.mp3	Century Cruises offers cruises on the Yangtze river.	train
common_voice_en_37846591.mp3	Whether the plus or minus sign applies depends on the choice of metric signature.	train
common_voice_en_37343423.mp3	The University of Queensland maintains a number of campuses and facilities throughout Queensland.	train
common_voice_en_37886831.mp3	Smith was not above selling out Waller to save his career.	train
common_voice_en_37376356.mp3	Xavante has nine vowel qualities, long and short.	train
common_voice_en_37848796.mp3	Morrow was born in Newmills, Dungannon, County Tyrone, Ireland.	train
common_voice_en_37598300.mp3	He later signed as a free agent with the Seattle SuperSonics.	train
common_voice_en_37599339.mp3	DeLay, who was then the House Majority Leader, was seen as vulnerable.	train
common_voice_en_37599298.mp3	The subsequent furore resulted in a further repainting with restoration of the extra minute.	train
common_voice_en_37893828.mp3	Educated at Rugby School.	train
common_voice_en_37934168.mp3	However, the territory was ruled by French commissioners.	train
common_voice_en_37795962.mp3	Also the following years were not peaceful.	train
common_voice_en_37288173.mp3	Body color differ in Indian form and Sri Lankan form.	train
common_voice_en_37465532.mp3	It is used by routers to exchange routing data within an autonomous system.	train
common_voice_en_37912529.mp3	The four player characters offer a choice of gameplay.	train
common_voice_en_37645366.mp3	Fong also appeared in drama and comedy films.	train
common_voice_en_37599282.mp3	It also represents in southern dialects.	train
common_voice_en_37306297.mp3	Repairs required constructing a temporary causeway in the river for construction vehicles to use.	train
common_voice_en_37805059.mp3	In comparison to handcuffs the wearing of leg irons may be found less restrictive.	train
common_voice_en_37521406.mp3	The title song is performed by Jess Harnell and Jim Cummings.	train
common_voice_en_37643096.mp3	It is now a dedicated abseiling location, and is often designated as 'Boya Quarry'.	train
common_voice_en_37569982.mp3	Players in Bold were overseas players for the Oval Invincibles.	train
common_voice_en_37812796.mp3	He is the maternal grandson of inaugural Chicago Cardinals guard Clyde Zoia.	train
common_voice_en_37484614.mp3	The suburb has two state primary schools, Bull Creek Primary and Oberthur Primary.	train
common_voice_en_37289741.mp3	This includes an extra term in Ohm's Law which models the collisional resistivity.	train
common_voice_en_37599395.mp3	Rock with You was rehearsed for the Dangerous World Tour, but wasn't performed.	train
common_voice_en_37855687.mp3	Matapan was built by John Brown and Company.	train
common_voice_en_37678237.mp3	Younger Luandese, who speak primarily Portuguese, have even a wider lexicon of slang.	train
common_voice_en_37465566.mp3	A river or stream may remain in the valley.	train
common_voice_en_37306452.mp3	Since then there has also been an office opened in South Gyle, Edinburgh.	train
common_voice_en_37856684.mp3	Later models received S-prefix model numbers.	train
common_voice_en_37551439.mp3	Her father, William Sturch, was a wealthy Unitarian ironmonger.	train
common_voice_en_37569961.mp3	Zimmermann has been released.	train
common_voice_en_37900097.mp3	They find a place to stay, where Sunny and Connor share a kiss.	train
common_voice_en_37994526.mp3	Soon they had outgrown both the chapel and the house where they all lived.	train
common_voice_en_37305987.mp3	Cowling was then promoted to captain in Libya.	train
common_voice_en_37913848.mp3	He went on to work as a goalkeeper coach for Moss.	train
common_voice_en_37306310.mp3	The race's current title sponsor is Emirates Airlines.	train
common_voice_en_37846730.mp3	Their reports on their return led to the settlement of Banks' Town.	train
common_voice_en_37678041.mp3	Her door closes on the Man before she can get him out.	train
common_voice_en_37306290.mp3	In Connecticut, wind gusts associated with the remnants of Hugo peaked at in Bridgeport.	train
common_voice_en_37811300.mp3	His son Shealtiel was born in Babylon, as was Shealtiel's son Zerubbabel.	train
common_voice_en_37575557.mp3	Other unincorporated places include Charlestown, Markes, Lemasters, Church Hill, and Upton.	train
common_voice_en_37306056.mp3	The expansion included a barque shrine of Amun and a new treasury.	train
common_voice_en_37647366.mp3	To date, they have released five studio albums and twenty-eight singles.	train
common_voice_en_37811245.mp3	He is American born and is of both Salvadoran and Guatemalan ancestry.	train
common_voice_en_37539207.mp3	Demeter thanked Phytalus for his kindness by giving him a fig-tree.	train
common_voice_en_37306000.mp3	His perspective offers a deviation from the view that ascribed statuses are always fixed.	train
common_voice_en_37499069.mp3	This proposal however, never eventuated.	train
common_voice_en_37387481.mp3	In return, the Media Action Center would not challenge other licenses.	train
common_voice_en_37523895.mp3	Alcohol may be metabolised more slowly if liver function is impaired.	train
common_voice_en_37365970.mp3	In practice, the atmospheric extinction and dust reduces this number somewhat.	train
common_voice_en_37820211.mp3	The troop leadership, youth and adult, organizes and provides support for these activities.	train
common_voice_en_37928182.mp3	An unusual feature in this school is its open space.	train
common_voice_en_37547350.mp3	This is often used in crowded situations.	train
common_voice_en_37489046.mp3	All participants were timed from start to finish line.	train
common_voice_en_37306517.mp3	Only three nuns survived the earthquake.	train
common_voice_en_37679477.mp3	Simon's mother appears at the end of the video.	train
common_voice_en_37989312.mp3	The project is in the engineering phase.	train
common_voice_en_37449741.mp3	Canada have secured seven quotas in boccia.	train
common_voice_en_37947529.mp3	And Smith, and Rees.	train
common_voice_en_37908440.mp3	The dominant colour of the banknote is blue.	train
common_voice_en_37883225.mp3	Can you review this one for the lads up there?	train
common_voice_en_37318168.mp3	Emerson is buried in Prospect Hill Cemetery in Millis, Massachusetts.	train
common_voice_en_37846702.mp3	Grandview Plaza is part of the Manhattan, Kansas Metropolitan Statistical Area.	train
common_voice_en_37890977.mp3	The final turns into a nightmare for Real Madrid after this.	train
common_voice_en_37575604.mp3	It is native to Africa, Madagascar, and Comoros.	train
common_voice_en_37420344.mp3	Then, a two-floor bell tower was built over the book depository.	train
common_voice_en_37306240.mp3	He was buried in Woodside Cemetery and Arboretum at Middletown, Ohio.	train
common_voice_en_37342347.mp3	The final album contains five tracks from New York and five from Minneapolis.	train
common_voice_en_37306406.mp3	Instead, the corner workers moved him onto a stretcher and off the circuit.	train
common_voice_en_37306291.mp3	In the event of a tie, the bequest would be divided equally.	train
common_voice_en_37289882.mp3	Saul realises the title on the tape within is written in Natasha's handwriting.	train
common_voice_en_37599403.mp3	He grew up in the southwestern Ontario village of Comber.	train
common_voice_en_37976403.mp3	It turns out that the officer was the source of the piece.	train
common_voice_en_37420398.mp3	The eyes were large in proportion to the rest of the skull.	train
common_voice_en_37289264.mp3	She was admitted to Starfleet academy but dropped out before completing her training.	train
common_voice_en_37477225.mp3	The pop album Here I Am...	train
common_voice_en_37506009.mp3	There are buses that run to and from the village year-round.	train
common_voice_en_37856673.mp3	A wide range of editors contribute articles and other pieces.	train
common_voice_en_37920110.mp3	It is unclear if use during pregnancy is safe for the baby.	train
common_voice_en_37809688.mp3	After initial enthusiasm on both sides the working relationship began to break down.	train
common_voice_en_37465474.mp3	It was recorded in Manhattan.	train
common_voice_en_37289995.mp3	The wealthy flocked to health resorts to drink and bathe in the waters.	train
common_voice_en_37484653.mp3	This is the basis of pulse width modulation.	train
common_voice_en_37857175.mp3	The conversions were performed at Atelierele Leonida in Bucharest.	train
common_voice_en_37306515.mp3	Watching her stumble about, Travis confirms it and shoots her.	train
common_voice_en_37912608.mp3	He had no children; he was survived by his second wife Emma.	train
common_voice_en_37465565.mp3	It is found in Turkey.	train
common_voice_en_37793725.mp3	The J-series was designed for transverse mounting.	train
common_voice_en_37882031.mp3	This was apparently brought about by blindness.	train
common_voice_en_37912325.mp3	Beeps are also used as a warning when a truck or bus is reversing.	train
common_voice_en_37620612.mp3	It is drawn Wednesday and Saturday nights.	train
